l'	DET
orque	NOUN
quand	SCONJ
on	PRON
sait	VERB
que	SCONJ
l'	DET
estomac	NOUN
d'	ADP
un	DET
spécimen	NOUN
de	ADP
six	NUM
mètres	NOUN
cinquante	NUM
de	ADP
long	NOUN
contenait	VERB
quatorze	NUM
phoques	NOUN
et	CCONJ
treize	NUM
marsouins	NOUN
.	PUNCT

Les	DET
deux	NUM
grands	ADJ
bacs	NOUN
de	ADP
91	NUM
mètres	NOUN
de	ADP
long	NOUN
trouvent	VERB
leur	DET
place	NOUN
dans	ADP
le	DET
prolongement	NOUN
des	DET
garages	NOUN
.	PUNCT

Beaucoup	ADV
de	ADP
personnes	NOUN
ont	VERB
besoin	NOUN
d'	ADP
un	DET
supplément	NOUN
de	ADP
ces	DET
substances	NOUN
.	PUNCT

APRÈS	ADP
la	DET
Seconde	PRON
Guerre	PROPN
mondiale	ADJ
,	PUNCT
les	DET
pays	NOUN
d'	ADP
Europe	PRON
occidentale	ADJ
affrontaient	VERB
une	DET
tâche	NOUN
immense	ADJ
,	PUNCT
celle	PRON
de	ADP
la	DET
reconstruction	NOUN
économique	ADJ
.	PUNCT

Les	DET
récits	NOUN
suivants	ADJ
expliquent	VERB
les	DET
réactions	NOUN
de	ADP
certaines	ADJ
personnes	NOUN
devant	ADP
les	DET
faits	NOUN
.	PUNCT

Ils	PRON
avaient	VERB
sous	ADP
les	DET
yeux	NOUN
un	DET
véritable	ADJ
pays	NOUN
de	ADP
cocagne	NOUN
.	PUNCT

Elles	PRON
ne	PART
sont	VERB
donc	ADV
pas	ADV
quelque	ADV
chose	NOUN
de	ADP
nouveau	ADJ
,	PUNCT
mais	CCONJ
aujourd'hui	ADV
leur	PRON
nombre	NOUN
augmente	VERB
rapidement	ADV
.	PUNCT

D'	DET
autres	PRON
encore	ADV
lui	PRON
apprennent	VERB
la	DET
dextérité	NOUN
,	PUNCT
stimulent	VERB
son	DET
imagination	NOUN
et	CCONJ
développent	VERB
ses	DET
capacités	NOUN
créatrices	ADJ
.	PUNCT

Les	DET
organisations	NOUN
créées	ADJ
à	ADP
cette	DET
fin	NOUN
ont	VERB
-	PUNCT
elles	PRON
atteint	VERB
leur	PRON
objectif	NOUN
?	PUNCT

Les	DET
congrès	NOUN
de	ADP
cette	DET
année	NOUN
donnent	VERB
des	DET
conseils	NOUN
supplémentaires	ADJ
à	ADP
ce	DET
sujet	NOUN
.	PUNCT

“	PUNCT
En	ADP
automne	NOUN
,	PUNCT
quand	SCONJ
je	PRON
suis	AUX
retournée	VERB
au	ADP+DET
temple	NOUN
,	PUNCT
j'	PRON
avais	VERB
l'	DET
impression	NOUN
d'	ADP
être	VERB
une	DET
étrangère	ADJ
.	PUNCT

Le	DET
travail	NOUN
de	ADP
l'	DET
Esquimaude	PROPN
a	AUX
toujours	ADV
été	VERB
de	ADP
s'	PRON
occuper	VERB
des	DET
tâches	NOUN
domestiques	ADJ
et	CCONJ
de	ADP
nettoyer	VERB
et	CCONJ
préparer	VERB
les	DET
peaux	NOUN
destinées	ADJ
à	ADP
la	DET
confection	NOUN
de	ADP
vêtements	NOUN
:	PUNCT
anoraks	NOUN
,	PUNCT
moufles	NOUN
et	CCONJ
“	PUNCT
mukluks	NOUN
”	PUNCT
(	PUNCT
bottes	NOUN
de	ADP
peau	NOUN
de	ADP
phoque	NOUN
)	PUNCT
.	PUNCT

Il	PRON
confondit	VERB
leur	DET
langage	NOUN
pour	ADP
qu'	SCONJ
ils	PRON
ne	ADV
se	PRON
comprennent	VERB
plus	ADV
.	PUNCT

Et	CCONJ
vous	PRON
,	PUNCT
recevez	VERB
-	PUNCT
vous	PRON
régulièrement	ADV
Réveillez	VERB
-	PUNCT
vous	PRON
!	PUNCT

(	PUNCT
.	PUNCT
.	PUNCT
.	PUNCT
)	PUNCT
À	ADP
mon	DET
avis	NOUN
,	PUNCT
la	DET
justice	NOUN
manque	VERB
complètement	ADV
de	ADP
réalisme	NOUN
dans	ADP
sa	DET
façon	NOUN
de	ADP
prévenir	VERB
les	DET
crimes	NOUN
et	CCONJ
de	ADP
rechercher	VERB
les	DET
criminels	NOUN
.	PUNCT

À	ADP
Washington	PROPN
,	PUNCT
la	DET
criminalité	NOUN
s'	PRON
est	VERB
accrue	VERB
dans	ADP
une	DET
proportion	NOUN
de	ADP
30	NUM
à	ADP
40	NUM
pour	ADP
cent	NUM
.	PUNCT

À	ADP
Porto	PROPN
Rico	PROPN
,	PUNCT
par	ADP
exemple	NOUN
,	PUNCT
nombre	NOUN
de	ADP
personnes	NOUN
mettent	VERB
une	DET
amulette	NOUN
,	PUNCT
la	DET
Piedra	PROPN
de	ADP
Azabache	PROPN
,	PUNCT
au	ADP+DET
poignet	NOUN
des	ADP+DET
nouveau	ADJ
-	X
nés	X
.	PUNCT

C'	PRON
est	VERB
là	ADV
un	DET
autre	ADJ
moyen	NOUN
employé	VERB
par	ADP
l'	DET
organisme	NOUN
pour	ADP
produire	VERB
de	ADP
la	DET
chaleur	NOUN
.	PUNCT

J'	PRON
en	PRON
connais	VERB
une	DET
qui	SCONJ
possède	VERB
un	DET
nouveau	ADJ
bâtiment	NOUN
conçu	ADJ
pour	ADP
loger	VERB
cent	NUM
jeunes	ADJ
filles	NOUN
,	PUNCT
mais	CCONJ
qui	PRON
n'	PART
a	AUX
que	ADV
quatre	NUM
pensionnaires	NOUN
.	PUNCT
”	PUNCT

Le	DET
cas	NOUN
échéant	ADJ
,	PUNCT
ils	PRON
sont	AUX
probablement	ADV
restés	VERB
assez	ADV
longtemps	ADJ
avec	ADP
eux	PRON
pour	ADP
leur	PRON
enseigner	VERB
leurs	DET
arts	NOUN
,	PUNCT
leurs	DET
métiers	NOUN
et	CCONJ
leurs	DET
idées	NOUN
religieuses	ADJ
.	PUNCT

Au	ADP+DET
cours	NOUN
des	ADP+DET
siècles	NOUN
,	PUNCT
d'	ADP
autres	ADJ
décrets	NOUN
ont	AUX
renforcé	VERB
l'	DET
obligation	NOUN
du	ADP+DET
célibat	NOUN
.	PUNCT

Imposé	VERB
par	ADP
le	DET
pape	NOUN
Nicolas	PROPN
I	PROPN
(	PUNCT
858	NUM
à	ADP
867	NUM
)	PUNCT
,	PUNCT
il	PRON
était	AUX
censé	VERB
être	VERB
d'	ADP
une	DET
importance	NOUN
vitale	ADJ
.	PUNCT

Le	DET
caractère	NOUN
primitif	ADJ
du	ADP+DET
bateau	NOUN
ne	PART
manqua	VERB
pas	PART
d'	ADP
étonner	VERB
les	DET
milieux	NOUN
scientifiques	ADJ
.	PUNCT

Cependant	ADV
,	PUNCT
notre	DET
organisme	NOUN
est	AUX
beaucoup	ADV
plus	ADV
perfectionné	ADJ
sous	ADP
ce	DET
rapport	NOUN
que	SCONJ
le	DET
bâtiment	NOUN
pourvu	VERB
du	ADP+DET
système	NOUN
de	ADP
climatisation	NOUN
le	DET
plus	ADV
complexe	ADJ
.	PUNCT

Le	DET
plus	ADV
souvent	ADV
,	PUNCT
les	DET
spécialistes	NOUN
estiment	VERB
que	SCONJ
les	DET
pertes	NOUN
d'	ADP
argon	NOUN
ont	VERB
essentiellement	ADV
lieu	NOUN
par	ADP
la	DET
diffusion	NOUN
dans	ADP
le	DET
cristal	NOUN
(	PUNCT
la	DET
vitesse	NOUN
de	ADP
la	DET
diffusion	NOUN
dépendant	VERB
elle	PRON
-	X
même	X
de	ADP
la	DET
température	NOUN
)	PUNCT
.	PUNCT

“	PUNCT
Certains	DET
sagoutiers	NOUN
en	ADP
donnent	VERB
de	ADP
115	NUM
à	ADP
135	NUM
kilos	NOUN
.	PUNCT

Nous	PRON
nous	PRON
embarquons	VERB
sur	ADP
le	DET
beau	ADJ
bateau	NOUN
de	ADP
tourisme	NOUN
qui	SCONJ
,	PUNCT
en	ADP
six	NUM
jours	NOUN
,	PUNCT
va	VERB
nous	PRON
transporter	VERB
à	ADP
la	DET
ville	NOUN
soviétique	ADJ
d'	ADP
Izmaïl	PROPN
,	PUNCT
située	VERB
près	ADJ
de	ADP
l'	DET
embouchure	NOUN
du	ADP+DET
Danube	PROPN
,	PUNCT
une	DET
distance	NOUN
de	ADP
plus	ADJ
de	ADP
2000	NUM
kilomètres	NOUN
.	PUNCT

Puisque	SCONJ
les	DET
Chinois	PROPN
se	PRON
préoccupent	VERB
tant	ADV
de	ADP
la	DET
chance	NOUN
au	ADP+DET
Nouvel	X
An	X
,	PUNCT
certaines	ADJ
religions	NOUN
exploitent	VERB
cet	ADJ
état	NOUN
d'	ADP
esprit	NOUN
à	ADP
leur	PRON
avantage	NOUN
.	PUNCT

Les	DET
mariniers	NOUN
à	ADP
bord	NOUN
de	ADP
ces	ADJ
bateaux	NOUN
appellent	VERB
ce	ADJ
fleuve	NOUN
le	DET
Duna	PROPN
,	PUNCT
tandis	ADV
que	SCONJ
pour	ADP
les	DET
Yougoslaves	PROPN
et	CCONJ
les	DET
Bulgares	PROPN
il	PRON
est	VERB
le	DET
Dunav	PROPN
.	PUNCT

C'	ADJ
est	VERB
pourquoi	ADV
les	DET
serviteurs	NOUN
de	ADP
Dieu	PROPN
avaient	AUX
reçu	VERB
l'	DET
ordre	NOUN
dans	ADP
certaines	ADJ
circonstances	NOUN
de	ADP
ne	PART
pas	PART
prendre	VERB
le	DET
temps	NOUN
de	ADP
se	PRON
livrer	VERB
à	ADP
des	ADP+DET
salutations	NOUN
aussi	ADV
longues	ADJ
étant	VERB
donné	VERB
qu'	SCONJ
ils	PRON
avaient	VERB
une	DET
mission	NOUN
urgente	ADJ
à	ADP
accomplir	VERB
.	PUNCT

On	PRON
dit	VERB
toutefois	ADV
qu'	SCONJ
il	PRON
n'	PART
existe	VERB
aucun	ADJ
pesticide	NOUN
auquel	PRON
les	DET
insectes	NOUN
ne	PART
finiront	VERB
pas	PART
par	ADP
résister	VERB
.	PUNCT

La	DET
femelle	NOUN
du	ADP+DET
Troides	PROPN
Alexandre	PROPN
de	ADP
la	DET
Nouvelle	X
-	X
Guinée	X
,	PUNCT
par	ADP
exemple	NOUN
,	PUNCT
a	VERB
une	DET
envergure	NOUN
de	ADP
vingt	X
-	X
cinq	X
à	ADP
trente	NUM
centimètres	NOUN
.	PUNCT

Il	PRON
est	VERB
évident	ADJ
que	SCONJ
les	DET
hippies	NOUN
n'	PART
ont	AUX
pas	PART
trouvé	VERB
les	DET
solutions	NOUN
aux	ADP+DET
problèmes	NOUN
de	ADP
l'	DET
humanité	NOUN
,	PUNCT
bien	X
que	X
beaucoup	ADV
d'	ADP
entre	ADP
eux	PRON
les	PRON
cherchent	VERB
sincèrement	ADV
.	PUNCT

À	X
propos	X
de	X
propreté	NOUN
,	PUNCT
on	PRON
peut	VERB
se	PRON
demander	VERB
également	ADV
:	PUNCT
Le	DET
public	NOUN
fait	VERB
-	PUNCT
il	PRON
sa	ADJ
part	NOUN
dans	ADP
ce	ADJ
domaine	NOUN
?	PUNCT

Les	DET
femmes	NOUN
ont	VERB
peur	NOUN
de	ADP
sortir	VERB
quand	ADV
il	PRON
fait	VERB
noir	ADJ
.	PUNCT

Les	DET
offices	NOUN
de	ADP
votre	ADJ
église	NOUN
ont	AUX
-	PUNCT
ils	PRON
changé	VERB
?	PUNCT

“	PUNCT
Lorsque	ADV
les	DET
témoins	NOUN
de	ADP
Jéhovah	PROPN
nous	PRON
ont	AUX
rendu	VERB
visite	NOUN
,	PUNCT
je	PRON
me	PRON
suis	AUX
beaucoup	ADV
intéressée	ADJ
à	ADP
leur	PRON
message	NOUN
qui	PRON
parle	VERB
des	ADP
promesses	NOUN
divines	ADJ
concernant	ADJ
le	DET
Royaume	X
de	X
Dieu	X
.	PUNCT

Autrement	ADV
dit	VERB
,	PUNCT
il	PRON
nous	PRON
faut	VERB
excuser	VERB
ou	CCONJ
approuver	VERB
leur	DET
conduite	NOUN
répréhensible	ADJ
.	PUNCT

Des	DET
experts	NOUN
français	ADJ
ont	AUX
étudié	VERB
récemment	ADV
le	DET
comportement	NOUN
des	DET
jeunes	NOUN
face	NOUN
aux	DET
stupéfiants	NOUN
,	PUNCT
au	ADV
suicide	NOUN
,	PUNCT
au	ADV
chômage	NOUN
volontaire	ADJ
et	CCONJ
à	ADV
la	DET
violence	NOUN
.	PUNCT

J'	PRON
ai	VERB
donc	ADV
pris	VERB
des	DET
dispositions	NOUN
pour	ADP
aller	VERB
chez	ADP
elle	PRON
régulièrement	ADV
avec	ADV
ma	DET
femme	NOUN
,	PUNCT
afin	ADV
de	ADP
l'	PRON
aider	VERB
dans	ADV
son	ADP+DET
étude	NOUN
de	ADP
la	DET
Bible	PROPN
.	PUNCT

Seriez	VERB
-	PUNCT
vous	PRON
heureux	ADJ
d'	ADP
améliorer	VERB
votre	DET
faculté	NOUN
de	ADP
vous	PRON
exprimer	VERB
et	CCONJ
de	ADP
communiquer	VERB
vos	DET
pensées	NOUN
?	PUNCT

Le	DET
premier	ADJ
des	ADP+DET
deux	NUM
conducteurs	NOUN
à	ADP
faire	VERB
une	DET
embardée	NOUN
est	VERB
le	DET
“	PUNCT
trouillard	ADJ
”	PUNCT
.	PUNCT

Les	ADP+DET
neuf	NUM
lanternes	NOUN
de	ADP
pierre	NOUN
que	SCONJ
l'	ADP+DET
on	PRON
a	VERB
fait	VERB
venir	VERB
directement	ADV
du	ADP+DET
Japon	PROPN
,	PUNCT
accentuent	VERB
le	DET
caractère	NOUN
classique	ADV
du	ADP+DET
paysage	NOUN
.	PUNCT

D'	ADP
autres	ADJ
,	PUNCT
tricycles	NOUN
et	CCONJ
scooters	NOUN
par	ADP
exemple	NOUN
,	PUNCT
cultivent	VERB
en	ADP
lui	PRON
la	DET
coordination	NOUN
musculaire	ADV
.	PUNCT

D'	ADP
autres	ADJ
trouvent	VERB
amusant	ADJ
d'	ADP
appuyer	VERB
sur	ADP
la	DET
tête	NOUN
de	ADP
celui	PRON
qui	PRON
boit	VERB
à	ADP
une	DET
fontaine	NOUN
.	PUNCT

Si	SCONJ
les	DET
éducateurs	NOUN
pensent	VERB
que	SCONJ
les	ADP+DET
parents	NOUN
ne	ADV
sont	VERB
pas	ADV
équipés	ADJ
pour	ADP
instruire	VERB
leurs	DET
enfants	NOUN
eux	PRON
-	PUNCT
mêmes	X
,	PUNCT
ou	CCONJ
qu'	SCONJ
ils	PRON
ne	ADV
veulent	VERB
pas	ADV
le	PRON
faire	VERB
,	PUNCT
pourquoi	ADV
ne	ADV
pas	ADV
traiter	VERB
la	DET
cause	NOUN
de	ADP
ce	ADP+DET
problème	NOUN
et	CCONJ
non	ADV
pas	ADV
simplement	ADV
ses	DET
effets	NOUN
?	PUNCT

NOUS	PRON
désirions	VERB
faire	VERB
un	DET
voyage	NOUN
intéressant	ADJ
qui	PRON
nous	PRON
conduirait	VERB
jusqu'	ADP
au	ADP+DET
cœur	NOUN
du	ADP+DET
Brésil	NOUN
.	PUNCT

“	SYM
J'	PRON
ai	AUX
aussi	ADV
bavardé	VERB
avec	ADP
la	DET
fillette	NOUN
qui	PRON
a	AUX
pu	VERB
me	PRON
raconter	VERB
les	DET
histoires	NOUN
qu'	PRON
illustrent	VERB
de	ADV
nombreuses	ADJ
autres	ADJ
images	NOUN
du	ADP+DET
même	ADJ
livre	NOUN
.	PUNCT

Je	PRON
ne	PART
m'	PRON
attirerai	VERB
pas	ADV
l'	DET
opprobre	NOUN
en	ADP
agissant	VERB
de	ADP
façon	NOUN
à	ADP
mériter	VERB
pareil	ADV
châtiment	ADV
.	PUNCT
”	SYM

Actuellement	ADV
,	PUNCT
un	DET
milliard	NOUN
et	CCONJ
demi	ADJ
de	ADP
gens	NOUN
en	ADP
Amérique	NOUN
du	ADP+DET
Sud	NOUN
,	PUNCT
en	ADP
Afrique	NOUN
,	PUNCT
en	ADP
Inde	NOUN
et	CCONJ
en	ADP
Chine	NOUN
,	PUNCT
ont	VERB
une	DET
nourriture	NOUN
qui	PRON
n'	PART
atteint	VERB
pas	ADV
le	DET
niveau	NOUN
minimum	ADJ
considéré	ADJ
comme	CCONJ
vital	ADJ
et	CCONJ
sont	VERB
,	PUNCT
par	ADV
conséquent	NOUN
,	PUNCT
sous	ADP
-	SYM
alimentés	ADJ
.	PUNCT

Malheureusement	ADV
,	PUNCT
nous	PRON
ne	PART
pouvons	VERB
pas	ADV
nous	PRON
attarder	VERB
,	PUNCT
car	CCONJ
il	PRON
reste	VERB
encore	ADV
beaucoup	ADV
à	ADP
voir	VERB
.	PUNCT

Un	DET
Français	NOUN
,	PUNCT
père	NOUN
de	ADP
quatre	NUM
enfants	NOUN
,	PUNCT
dit	VERB
de	ADP
son	DET
côté	NOUN
:	PUNCT
“	PUNCT
À	ADP
mon	DET
avis	NOUN
,	PUNCT
le	DET
pape	NOUN
a	VERB
tort	NOUN
.	PUNCT

Beaucoup	ADV
de	ADP
personnes	NOUN
sont	VERB
également	ADV
révoltées	ADJ
par	ADP
les	DET
ecclésiastiques	NOUN
qui	PRON
préconisent	VERB
le	DET
recours	NOUN
à	ADP
la	DET
révolte	NUM
.	PUNCT

Ce	DET
but	NOUN
a	AUX
été	AUX
atteint	VERB
,	PUNCT
mais	CCONJ
l'	DET
insecticide	NOUN
ne	PART
tuait	VERB
pas	ADV
les	DET
blattes	NOUN
;	PUNCT
il	PRON
s'	PRON
accumulait	VERB
dans	ADP
leur	DET
corps	NOUN
.	PUNCT

On	PRON
peut	VERB
comparer	VERB
cette	DET
opération	NOUN
avec	ADP
celle	PRON
de	ADP
la	DET
ménagère	NOUN
qui	SCONJ
mélange	VERB
,	PUNCT
à	ADP
l'	DET
aide	NOUN
d'	ADP
un	DET
mixer	NOUN
,	PUNCT
les	DET
ingrédients	NOUN
d'	ADP
un	DET
gâteau	NOUN
pour	ADP
en	PRON
faire	VERB
une	DET
pâte	NOUN
homogène	ADJ
.	PUNCT

Comme	ADP
ces	DET
molécules	NOUN
tendent	VERB
à	ADP
diffuser	VERB
les	DET
radiations	NOUN
bleues	ADJ
plus	ADV
que	SCONJ
les	DET
autres	NOUN
,	PUNCT
le	DET
ciel	NOUN
nous	PRON
paraît	VERB
bleu	ADJ
.	PUNCT

Ce	PRON
n'	PART
étaient	AUX
certes	ADV
pas	ADV
les	DET
scribes	NOUN
,	PUNCT
les	DET
Pharisiens	PROPN
ou	CCONJ
leurs	DET
partisans	NOUN
.	PUNCT

Les	DET
fabricants	NOUN
tirent	VERB
cette	DET
substance	INTJ
de	ADP
la	DET
caillette	NOUN
ou	CCONJ
quatrième	NUM
poche	NOUN
stomacale	ADJ
de	ADP
veaux	NOUN
non	ADV
sevrés	ADJ
.	PUNCT

“	PUNCT
Celui	PRON
qui	SCONJ
veut	VERB
dormir	VERB
mieux	ADV
doit	VERB
être	VERB
disposé	VERB
à	ADP
faire	VERB
des	ADP+DET
efforts	NOUN
.	PUNCT

À	ADP
la	DET
Noël	PROPN
et	CCONJ
au	ADP+DET
Nouvel	PROPN
An	PROPN
particulièrement	ADV
,	PUNCT
on	PRON
dépense	VERB
des	ADP+DET
sommes	NOUN
astronomiques	ADJ
en	ADP
cadeaux	NOUN
.	PUNCT

Cette	DET
jeune	ADJ
fille	NOUN
ne	PART
trouva	VERB
donc	ADV
pas	ADV
les	DET
solutions	NOUN
qu'	SCONJ
elle	PRON
recherchait	VERB
.	PUNCT

Pour	ADP
avoir	VERB
un	DET
peu	NOUN
de	ADP
couleur	NOUN
,	PUNCT
ajoutez	VERB
quelques	DET
saintpaulias	NOUN
,	PUNCT
en	PRON
veillant	VERB
toutefois	ADV
à	ADP
ce	PRON
que	SCONJ
les	DET
feuilles	NOUN
ne	PART
touchent	VERB
pas	ADV
la	DET
vitre	NOUN
froide	ADJ
.	PUNCT

De	ADP
ce	DET
fait	NOUN
,	PUNCT
le	DET
conducteur	NOUN
,	PUNCT
à	ADP
son	DET
insu	NOUN
,	PUNCT
est	AUX
capable	ADJ
de	ADP
franchir	VERB
une	DET
ligne	NOUN
jaune	ADJ
,	PUNCT
de	ADP
brûler	VERB
un	DET
stop	NOUN
ou	CCONJ
de	ADP
dépasser	VERB
sans	ADP
visibilité	NOUN
.	PUNCT

Le	DET
Canada	NOUN
,	SYM
les	DET
États	NOUN
-	X
Unis	X
,	PUNCT
l'	DET
Australie	NOUN
et	CCONJ
la	DET
Nouvelle	ADJ
-	SYM
Zélande	NOUN
sont	AUX
les	DET
seules	ADJ
nations	NOUN
qui	PRON
possèdent	VERB
toujours	ADV
un	DET
système	NOUN
non	ADV
métrique	ADJ
.	PUNCT

Ces	DET
produits	NOUN
agissent	VERB
sur	ADV
le	DET
cerveau	NOUN
de	ADP
façon	NOUN
à	ADP
supprimer	VERB
la	DET
sensation	NOUN
de	ADP
fatigue	NOUN
.	PUNCT

Les	DET
témoins	NOUN
se	PRON
mirent	VERB
aussitôt	ADV
au	ADP
travail	NOUN
et	CCONJ
changèrent	VERB
l'	DET
estrade	NOUN
de	ADP
place	NOUN
.	PUNCT

“	PUNCT
Ils	PRON
font	VERB
preuve	NOUN
d'	ADP
un	DET
amour	NOUN
et	CCONJ
d'	ADP
une	DET
fraternité	NOUN
que	PRON
nous	PRON
pourrions	VERB
leur	PRON
envier	VERB
.	PUNCT

Ces	DET
personnes	NOUN
sont	VERB
également	ADV
des	DET
témoins	NOUN
pour	ADP
son	DET
nom	NOUN
et	CCONJ
son	DET
Royaume	NOUN
.	PUNCT

Le	DET
général	NOUN
Gambiez	PROPN
évoque	VERB
ensuite	ADV
la	DET
possibilité	NOUN
de	ADP
l'	DET
emploi	NOUN
de	ADP
telles	ADJ
bombes	NOUN
larguées	ADJ
clandestinement	ADV
sur	ADP
des	DET
hauts	ADJ
fonds	NOUN
au	ADP+DET
large	NOUN
des	ADP+DET
côtes	NOUN
.	PUNCT

Un	DET
facteur	NOUN
plus	ADV
important	ADJ
encore	ADV
est	VERB
la	DET
détérioration	NOUN
des	ADP+DET
rapports	NOUN
entre	ADP
le	DET
médecin	NOUN
et	CCONJ
son	DET
malade	NOUN
.	PUNCT

Quant	ADV
à	ADP
l'	DET
état	NOUN
des	ADP+DET
stations	NOUN
et	CCONJ
des	ADP+DET
rames	NOUN
new	ADJ
-	X
yorkaises	X
,	PUNCT
il	PRON
est	VERB
évident	ADJ
que	SCONJ
l'	DET
entretien	NOUN
et	CCONJ
le	DET
nettoyage	NOUN
laissent	VERB
à	ADP
désirer	VERB
.	PUNCT

Telles	ADJ
sont	VERB
quelques	PRON
-	X
unes	X
des	ADP+DET
exclamations	NOUN
enthousiastes	ADJ
des	ADP+DET
membres	NOUN
heureux	ADJ
de	ADP
la	DET
quarante	NUM
-	X
huitième	X
classe	NOUN
de	ADP
Galaad	PROPN
,	PUNCT
École	PROPN
biblique	X
de	X
la	X
Société	X
Watchtower	X
,	PUNCT
située	ADJ
à	ADP
New	PROPN
York	X
.	PUNCT

Nous	PRON
sommes	VERB
frappés	ADJ
par	ADP
l'	DET
absence	NOUN
de	ADP
voitures	NOUN
et	CCONJ
de	ADP
tout	DET
autre	ADJ
véhicule	NOUN
automobile	ADJ
,	PUNCT
ainsi	ADV
que	SCONJ
par	ADP
l'	DET
étroitesse	NOUN
des	ADP+DET
rues	NOUN
.	PUNCT

Ensuite	ADV
,	PUNCT
elle	PRON
mélange	VERB
une	DET
cuillerée	NOUN
et	CCONJ
demie	ADJ
à	ADP
soupe	NOUN
de	ADP
vin	NOUN
de	ADP
riz	NOUN
(	PUNCT
on	PRON
peut	VERB
également	ADV
employer	VERB
du	ADP+DET
xérès	NOUN
)	PUNCT
,	PUNCT
deux	NUM
cuillerées	NOUN
et	CCONJ
demie	ADJ
de	ADP
sauce	NOUN
de	ADP
soja	NOUN
,	PUNCT
autant	ADV
de	ADP
farine	NOUN
et	CCONJ
une	DET
cuillerée	NOUN
et	CCONJ
demie	NOUN
de	ADP
farine	NOUN
de	ADP
maïs	NOUN
.	PUNCT

Jésus	PROPN
-	X
